"
TERM","
SCHOOL","
PTRM","
DEPT","
SUBJ","
NUMB","
CRN","
COURSE TITLE","BEG 
TIME","END 
TIME","MEET
DAYS","
BUILDING","
ROOM","
SCHD","
INSTRUCTOR","CRED
HRS",Load,"
CAP","AVAIL
SEATS","LOW 
ENRL","
CLOSED"
201490,HM,1,MDL,SPA,101,14372,Elementary Spanish I,1400,1450,MTWF,READE,143,A,Elizabeth Messer,4,4,20,7,,
201490,HM,1,MDL,SPA,101,14401,Elementary Spanish I,1100,1150,MTWF,READE,143,A,Elizabeth Messer,4,4,20,2,,
201490,HM,1,MDL,SPA,101,16390,Elementary Spanish I,1300,1350,MTWF,AYRES,214,A,Daniel Treber,4,4,20,9,,
201490,HM,1,MDL,SPA,201,10270,Intermediate Spanish I,900,950,F,READE,140,A,Daniel Treber,1,1,0,0,,
201490,HM,1,MDL,SPA,201,10270,Intermediate Spanish I,900,950,MW,READE,143,A,Daniel Treber,2,2,24,3,,
201490,HM,1,MDL,SPA,201,10271,Intermediate Spanish I,800,850,M,READE,143,A,Daniel Treber,1,1,24,9,,
201490,HM,1,MDL,SPA,201,10271,Intermediate Spanish I,800,850,WF,READE,140,A,Daniel Treber,2,2,0,0,,
201490,HM,1,MDL,SPA,201,10272,Intermediate Spanish I,1400,1450,MWF,READE,212,A,Gregory Klotz,3,3,24,0,,YES
201490,HM,1,MDL,SPA,201,10274,Intermediate Spanish I,1300,1350,M,READE,140,A,Abraham Chang,1,1,24,0,,YES
201490,HM,1,MDL,SPA,201,10274,Intermediate Spanish I,1300,1350,WF,READE,143,A,Abraham Chang,2,2,0,0,,YES
201490,HM,1,MDL,SPA,201,14398,Intermediate Spanish I,1100,1150,M,READE,212,A,Gregory Klotz,1,1,24,0,,YES
201490,HM,1,MDL,SPA,201,14398,Intermediate Spanish I,1100,1150,WF,READE,212,A,Gregory Klotz,2,2,0,0,,YES
201490,HM,1,MDL,SPA,201,16492,Intermediate Spanish I,1500,1550,M,READE,140,A,Abraham Chang,1,1,15,-5,,YES
201490,HM,1,MDL,SPA,201,16492,Intermediate Spanish I,1500,1550,WF,READE,143,A,Abraham Chang,2,2,15,-5,,YES
201490,HM,1,MDL,SPA,305,14679,Communication in Spanish,1500,1550,MWF,READE,212,A,Gregory Klotz,3,3,15,0,,YES
201490,HM,1,MDL,SPA,310,15720,Culture/Civiliz Hispanic Amer,1100,1150,MWF,READE,218,A,Abraham Chang,3,3,15,-1,,YES
201510,HM,1,MDL,SPA,202,21106,Intermediate Spanish II,1300,1530,MTRF,READE,143,A,Daniel Treber,3,3,24,1,,
201520,HM,1,MDL,CHI,170,35868,Beginning Chinese II,1100,1150,MTWF,AYRES,214,A,Geoff Hoffmann,4,4,20,13,,
201520,HM,1,MDL,CHI,270,36108,Intermediate Chinese II,900,950,MWF,READE,140,A,Geoff Hoffmann,3,3,24,18,,
201520,HM,1,MDL,FRE,202,35551,Intermediate French II,1300,1350,MWF,READE,218,A,Shawncey Webb,3,3,24,12,,
201520,HM,1,MDL,KOR,170,35771,Elementary Korean II,1400,1450,MTWF,READE,128,A,Abraham Chang,4,4,24,21,YES,
201520,HM,1,MDL,MDL,309,35238,Teaching Mod Lang in Sec/JH/MS,1500,1650,T,READE,143,G,Abraham Chang,2,2,15,14,YES,
201520,HM,1,MDL,SPA,102,30283,Elementary Spanish II,1100,1150,MTWF,READE,212,A,Abraham Chang,4,4,24,2,,
201520,HM,1,MDL,SPA,102,30284,Elementary Spanish II,800,850,MTW,READE,140,A,Daniel Treber,4,4,24,11,,
201520,HM,1,MDL,SPA,102,30284,Elementary Spanish II,800,850,F,READE,143,A,Daniel Treber,0,0,0,0,,
201520,HM,1,MDL,SPA,102,33458,Elementary Spanish II,1300,1350,MTWF,READE,143,A,Abraham Chang,4,4,24,1,,
201520,HM,1,MDL,SPA,102,34542,Elementary Spanish II,900,950,MTWF,READE,143,A,Daniel Treber,4,4,24,5,,
201520,HM,1,MDL,SPA,202,32620,Intermediate Spanish II,1100,1150,MWF,EULER,063,A,Gregory Klotz,3,3,24,0,,YES
201520,HM,1,MDL,SPA,202,33234,Intermediate Spanish II,1400,1450,MWF,READE,143,A,Elizabeth Messer,3,3,24,0,,YES
201520,HM,1,MDL,SPA,202,35262,Intermediate Spanish II,900,950,MWF,READE,128,A,Gregory Klotz,3,3,24,0,,YES
201520,HM,1,MDL,SPA,202,35770,Intermediate Spanish II,1500,1550,MWF,READE,143,A,Elizabeth Messer,3,3,24,0,,YES
201520,HM,1,MDL,SPA,202,36219,Intermediate Spanish II,1300,1350,MWF,READE,238,A,Gregory Klotz,3,3,24,-1,,YES
201520,HM,1,MDL,SPA,305,36221,Communication in Spanish,1500,1550,MWF,READE,220,A,Gregory Klotz,3,3,15,2,,
201520,HM,1,MDL,SPA,342,36220,Spanish Phonology-SP,1200,1250,MWF,READE,143,A,Elizabeth Messer,3,3,14,-1,,YES
201520,HM,1,MDL,SPA,422,36048,Spanish Lit 1700-to present,1300,1350,MTWF,READE,140,A,Daniel Treber,4,4,15,10,YES,
