"
TERM","
SCHOOL","
PTRM","
DEPT","
SUBJ","
NUMB","
CRN","
COURSE TITLE","BEG 
TIME","END 
TIME","MEET
DAYS","
BUILDING","
ROOM","
SCHD","
INSTRUCTOR","CRED
HRS",LOAD,"
CAP","AVAIL
SEATS","LOW 
ENRL","
CLOSED"
201290,SM,1,MAT,MAT,100,10241,Mathematics Fundamentals,1400,1450,TR,EULER,118,A,Donna Toll,1,1,24,12,,
201290,SM,1,MAT,MAT,100,10242,Mathematics Fundamentals,1300,1350,TR,EULER,118,A,Donna Toll,1,1,24,16,,
201290,SM,1,MAT,MAT,100,13549,Mathematics Fundamentals,900,950,TR,EULER,119,A,Donna Toll,1,1,24,8,,
201290,SM,1,MAT,MAT,100,15061,Mathematics Fundamentals,1530,1620,TR,EULER,119,A,Ronald Benbow,1,1,24,12,,
201290,SM,1,MAT,MAT,110,10243,Finite Mathematics,900,950,MWF,EULER,100,A,Curtis Blasiman,3,3,24,1,,
201290,SM,1,MAT,MAT,120,12337,Investigations in Mathematics,1230,1345,TR,EULER,119,A,Mark Colgan,3,3,30,7,,
201290,SM,1,MAT,MAT,120,12338,Investigations in Mathematics,1400,1515,TR,EULER,119,A,Mark Colgan,3,3,30,7,,
201290,SM,1,MAT,MAT,145,15366,Intro to Functions & Calculus,900,950,MWF,EULER,119,A,Mark Colgan,3,3,20,3,,
201290,SM,1,MAT,MAT,151,10245,Calculus I,1100,1150,MWF,EULER,130,A,Philip Mummert,4,4,32,-3,,YES
201290,SM,1,MAT,MAT,151,10245,Calculus I,1100,1150,T,NS,121,A,Philip Mummert,0,0,0,0,,YES
201290,SM,1,MAT,MAT,151,10247,Calculus I,1200,1250,MWF,EULER,130,A,Philip Mummert,4,4,32,1,,
201290,SM,1,MAT,MAT,151,10247,Calculus I,1200,1250,T,NS,121,A,Philip Mummert,0,0,0,0,,
201290,SM,1,MAT,MAT,201,15368,Math for Elem Teachers I,1100,1250,F,EULER,119,A,Ronald Benbow,0,0,0,0,,YES
201290,SM,1,MAT,MAT,201,15368,Math for Elem Teachers I,1100,1150,MW,EULER,119,A,Ronald Benbow,4,4,24,-1,,YES
201290,SM,1,MAT,MAT,201,15371,Math for Elem Teachers I,1400,1550,F,EULER,119,A,Ronald Benbow,0,0,0,0,,
201290,SM,1,MAT,MAT,201,15371,Math for Elem Teachers I,1400,1450,MW,EULER,119,A,Ronald Benbow,4,4,24,6,,
201290,SM,1,MAT,MAT,210,11944,Introductory Statistics,1300,1350,MTWF,EULER,100,A,Patricia Erickson,4,4,30,13,,
201290,SM,1,MAT,MAT,210,11945,Introductory Statistics,1200,1250,MTWF,EULER,100,A,Patricia Erickson,4,4,30,9,,
201290,SM,1,MAT,MAT,215,12578,Discrete Math for Computer Sci,1500,1550,MWF,EULER,118,A,Philip Mummert,3,3,30,9,,
201290,SM,1,MAT,MAT,230,15375,Calculus II,1100,1150,MTWF,EULER,100,A,Jeremy Case,4,4,32,10,,
201290,SM,1,MAT,MAT,240,10254,Calculus III,1100,1150,MTWF,EULER,118,A,Kenneth Constantine,4,4,30,2,,
201290,SM,1,MAT,MAT,255,14648,Justifications in Mathematics,1400,1450,MWF,EULER,118,A,Jeremy Case,3,3,30,14,,
201290,SM,1,MAT,MAT,310,15615,Math Modeling w/Numerical Anal,900,950,MWF,EULER,101,A,Jeremy Case,3,3,25,17,,
201290,SM,1,MAT,MAT,352,10258,Mathematical Statistics,1200,1250,MTWF,EULER,118,A,Kenneth Constantine,4,4,30,10,,
201290,SM,1,MAT,MAT,360,15744,Math of Finance,,,,,,I,Kenneth Constantine,1,1,1,0,YES,YES
201290,SM,1,MAT,MAT,382,15029,Advanced Statistical Methods,1400,1450,MWF,EULER,100,A,Kenneth Constantine,3,3,30,12,,
201290,SM,1,MAT,MAT,392,10261,Mathematics Seminar-SP,1000,1050,T,EULER,118,S,Jeremy Case,1,1,25,16,,
201320,SM,1,MAT,MAT,100,33893,Mathematics Fundamentals,930,1020,TR,EULER,100,A,Donna Toll,1,1,24,19,YES,
201320,SM,1,MAT,MAT,100,33894,Mathematics Fundamentals,1100,1150,TR,EULER,119,A,Donna Toll,1,1,24,18,,
