"
TERM","
SCHOOL","
PTRM","
DEPT","
SUBJ","
NUMB","
CRN","
COURSE TITLE","BEG 
TIME","END 
TIME","MEET
DAYS","
BUILDING","
ROOM","
SCHD","
INSTRUCTOR","CRED
HRS",LOAD,"
CAP","AVAIL
SEATS","LOW 
ENRL","
CLOSED"
201320,SM,1,MAT,MAT,110,30236,Finite Mathematics,900,950,MWF,EULER,100,A,Philip Mummert,3,3,24,3,,
201320,SM,1,MAT,MAT,120,31817,Investigations in Mathematics,1400,1450,MWF,EULER,118,A,Mark Colgan,3,3,25,-1,,YES
201320,SM,1,MAT,MAT,120,33895,Investigations in Mathematics,1300,1350,MWF,EULER,118,A,Mark Colgan,3,3,25,0,,YES
201320,SM,1,MAT,MAT,120,35629,Investigations in Mathematics,1400,1515,TR,EULER,119,A,Donna Toll,3,3,25,6,,
201320,SM,1,MAT,MAT,146,35138,Functions & Calculus,900,950,MWF,EULER,119,A,Curtis Blasiman,3,3,25,13,,
201320,SM,1,MAT,MAT,151,35397,Calculus I,1100,1150,MTWF,EULER,118,A,Kenneth Constantine,4,4,32,1,,
201320,SM,1,MAT,MAT,180,32423,Problem Solving,1400,1515,TR,EULER,118,A,Philip Mummert,3,3,30,14,,
201320,SM,1,MAT,MAT,202,35140,Math for Elem Teachers II Lab,,,,,,B,Ronald Benbow,0,0,22,3,,
201320,SM,1,MAT,MAT,202,35143,Math for Elem Teachers II Lab,,,,,,B,Ronald Benbow,0,0,22,-2,,YES
201320,SM,1,MAT,MAT,202,35139,Math for Elem Teachers II,1100,1150,MWF,EULER,119,A,Ronald Benbow,4,4,22,3,,
201320,SM,1,MAT,MAT,202,35142,Math for Elem Teachers II,1300,1350,MWF,EULER,119,A,Ronald Benbow,4,4,22,-2,,YES
201320,SM,1,MAT,MAT,210,31815,Introductory Statistics,1300,1350,MTWF,EULER,100,A,Patricia Erickson,4,4,30,1,,
201320,SM,1,MAT,MAT,210,31816,Introductory Statistics,1200,1250,MTWF,EULER,100,A,Patricia Erickson,4,4,30,-2,,YES
201320,SM,1,MAT,MAT,230,30266,Calculus II,1100,1150,MTWF,EULER,100,A,Jeremy Case,4,4,36,3,,
201320,SM,1,MAT,MAT,251,32428,Differential Equations,1200,1250,MTWF,EULER,118,A,Kenneth Constantine,4,4,30,8,,
201320,SM,1,MAT,MAT,309,35147,Tchg Math in Secondary Schools,1300,1350,TR,EULER,119,A,Ronald Benbow,2,2,20,16,YES,
201320,SM,1,MAT,MAT,312,35398,College Geometry,900,950,MTWF,EULER,118,A,Jeremy Case,4,4,30,24,,
201320,SM,1,MAT,MAT,370,34644,Topics in Actuarial Science,800,850,T,EULER,118,A,Kenneth Constantine,1,1,15,7,,
201320,SM,1,MAT,MAT,370,35477,Discrete and Comp Geometry,1500,1550,MWF,EULER,100,A,Philip Mummert,3,3,15,6,,
201320,SM,1,MAT,MAT,455,35399,Abstract Algebra,1400,1450,MWF,EULER,100,A,Jeremy Case,3,3,30,8,,
201310,SM,1,MAT,MAT,120,20835,Investigations in Mathematics,1100,1205,MTWRF,EULER,119,A,Mark Colgan,3,3,25,1,,
201310,SM,1,MAT,MAT,120,20835,Investigations in Mathematics,1430,1535,MTWRF,EULER,119,A,Mark Colgan,0,0,0,0,,
201310,SM,1,MAT,MAT,120,21236,Investigations in Mathematics,1300,1405,MTWRF,EULER,119,A,Mark Colgan,3,3,50,4,,
201310,SM,1,MAT,MAT,210,20351,Introductory Statistics,1100,1225,MTWRF,EULER,118,A,Kenneth Constantine,4,4,20,-11,,YES
201310,SM,1,MAT,MAT,210,20351,Introductory Statistics,1430,1535,MTWRF,EULER,118,A,Kenneth Constantine,0,0,0,0,,YES
201310,SM,1,MAT,MAT,330,21188,Technology for Mathematics,1300,1405,MTWRF,EULER,101,A,Philip Mummert,3,3,50,42,,
201310,SM,1,MAT,MAT,493,20030,Math Senior Capstone-SP,1300,1415,MTWRF,EULER,100,S,Jeremy Case,3,3,40,24,,
